county,NAME,RESP_DATE,CRRALL,CRRINT,DRRALL,DRRINT
039,Elbert County,2020-04-08,0.543,0.52,0.007,0.007
041,El Paso County,2020-04-08,0.54,0.529,0.005,0.005
043,Fremont County,2020-04-08,0.487,0.32,0.003,0.003
045,Garfield County,2020-04-08,0.46,0.456,0.006,0.006
047,Gilpin County,2020-04-08,0.297,0.296,0.003,0.003
049,Grand County,2020-04-08,0.057,0.057,0.001,0.001
051,Gunnison County,2020-04-08,0.224,0.223,0.004,0.004
053,Hinsdale County,2020-04-08,0.048,0.047,0.001,0.001
055,Huerfano County,2020-04-08,0.232,0.137,0.002,0.002
057,Jackson County,2020-04-08,0.056,0.041,0.002,0.002
059,Jefferson County,2020-04-08,0.608,0.601,0.006,0.006
061,Kiowa County,2020-04-08,0.291,0.148,0.002,0.002
063,Kit Carson County,2020-04-08,0.362,0.308,0.003,0.003
065,Lake County,2020-04-08,0.3,0.297,0.004,0.004
067,La Plata County,2020-04-08,0.389,0.387,0.006,0.006
069,Larimer County,2020-04-08,0.518,0.513,0.006,0.006
071,Las Animas County,2020-04-08,0.351,0.164,0.001,0.001
073,Lincoln County,2020-04-08,0.23,0.134,0.002,0.002
075,Logan County,2020-04-08,0.488,0.362,0.003,0.003
077,Mesa County,2020-04-08,0.516,0.495,0.005,0.005
079,Mineral County,2020-04-08,0.132,0.129,0.002,0.002
081,Moffat County,2020-04-08,0.367,0.348,0.004,0.003
083,Montezuma County,2020-04-08,0.41,0.405,0.004,0.004
085,Montrose County,2020-04-08,0.483,0.384,0.005,0.004
087,Morgan County,2020-04-08,0.442,0.396,0.005,0.005
089,Otero County,2020-04-08,0.429,0.285,0.002,0.002
091,Ouray County,2020-04-08,0.269,0.267,0.002,0.002
093,Park County,2020-04-08,0.198,0.197,0.002,0.002
095,Phillips County,2020-04-08,0.503,0.375,0.002,0.001
097,Pitkin County,2020-04-08,0.219,0.218,0.003,0.003
099,Prowers County,2020-04-08,0.339,0.241,0.004,0.004
101,Pueblo County,2020-04-08,0.473,0.352,0.003,0.003
103,Rio Blanco County,2020-04-08,0.261,0.258,0.004,0.004
105,Rio Grande County,2020-04-08,0.349,0.2,0.002,0.002
107,Routt County,2020-04-08,0.194,0.193,0.004,0.004
109,Saguache County,2020-04-08,0.123,0.076,0.002,0.002
111,San Juan County,2020-04-08,0.054,0.054,0.002,0.002
113,San Miguel County,2020-04-08,0.157,0.155,0.005,0.005
115,Sedgwick County,2020-04-08,0.423,0.159,0.001,0.001
117,Summit County,2020-04-08,0.122,0.121,0.002,0.002
119,Teller County,2020-04-08,0.369,0.366,0.005,0.005
121,Washington County,2020-04-08,0.464,0.177,0.002,0.002
123,Weld County,2020-04-08,0.482,0.458,0.006,0.005
125,Yuma County,2020-04-08,0.519,0.197,0.003,0.003
001,Adams County,2020-04-09,0.509,0.483,0.005,0.004
003,Alamosa County,2020-04-09,0.385,0.322,0.005,0.002
005,Arapahoe County,2020-04-09,0.561,0.544,0.005,0.005
007,Archuleta County,2020-04-09,0.24,0.238,0.003,0.003
009,Baca County,2020-04-09,0.331,0.14,0.009,0.002
011,Bent County,2020-04-09,0.461,0.16,0.006,0.001
013,Boulder County,2020-04-09,0.578,0.575,0.004,0.004
014,Broomfield County,2020-04-09,0.589,0.586,0.005,0.005
015,Chaffee County,2020-04-09,0.39,0.371,0.004,0.004
017,Cheyenne County,2020-04-09,0.167,0.097,0.012,0.006
019,Clear Creek County,2020-04-09,0.298,0.296,0.004,0.003
021,Conejos County,2020-04-09,0.171,0.089,0.005,0.002
023,Costilla County,2020-04-09,0.076,0.057,0.003,0.002
025,Crowley County,2020-04-09,0.392,0.13,0.005,0.001
027,Custer County,2020-04-09,0.209,0.207,0.003,0.003
029,Delta County,2020-04-09,0.48,0.247,0.008,0.002
031,Denver County,2020-04-09,0.496,0.474,0.005,0.004
033,Dolores County,2020-04-09,0.122,0.094,0.002,0.002
035,Douglas County,2020-04-09,0.621,0.619,0.006,0.006
037,Eagle County,2020-04-09,0.153,0.152,0.003,0.003
039,Elbert County,2020-04-09,0.55,0.526,0.006,0.006
041,El Paso County,2020-04-09,0.545,0.533,0.005,0.004
043,Fremont County,2020-04-09,0.493,0.323,0.006,0.003
045,Garfield County,2020-04-09,0.465,0.461,0.005,0.005
047,Gilpin County,2020-04-09,0.301,0.3,0.004,0.004
049,Grand County,2020-04-09,0.059,0.059,0.002,0.002
051,Gunnison County,2020-04-09,0.227,0.225,0.003,0.003
053,Hinsdale County,2020-04-09,0.049,0.048,0.001,0.001
055,Huerfano County,2020-04-09,0.236,0.138,0.004,0.002
057,Jackson County,2020-04-09,0.061,0.046,0.005,0.005
059,Jefferson County,2020-04-09,0.613,0.605,0.005,0.005
061,Kiowa County,2020-04-09,0.296,0.152,0.005,0.004
063,Kit Carson County,2020-04-09,0.369,0.314,0.007,0.005
065,Lake County,2020-04-09,0.302,0.299,0.002,0.002
067,La Plata County,2020-04-09,0.395,0.393,0.006,0.006
069,Larimer County,2020-04-09,0.522,0.517,0.005,0.004
071,Las Animas County,2020-04-09,0.356,0.166,0.006,0.002
073,Lincoln County,2020-04-09,0.233,0.135,0.003,0.001
075,Logan County,2020-04-09,0.492,0.364,0.004,0.003
077,Mesa County,2020-04-09,0.52,0.499,0.004,0.004
079,Mineral County,2020-04-09,0.135,0.132,0.002,0.002
081,Moffat County,2020-04-09,0.371,0.351,0.004,0.003
083,Montezuma County,2020-04-09,0.413,0.407,0.003,0.003
085,Montrose County,2020-04-09,0.49,0.388,0.006,0.004
087,Morgan County,2020-04-09,0.448,0.401,0.006,0.005
089,Otero County,2020-04-09,0.433,0.287,0.005,0.002
091,Ouray County,2020-04-09,0.273,0.27,0.003,0.003
093,Park County,2020-04-09,0.2,0.199,0.002,0.002
095,Phillips County,2020-04-09,0.509,0.377,0.006,0.001
097,Pitkin County,2020-04-09,0.222,0.22,0.003,0.003
099,Prowers County,2020-04-09,0.343,0.243,0.004,0.001
101,Pueblo County,2020-04-09,0.478,0.354,0.005,0.003
103,Rio Blanco County,2020-04-09,0.264,0.261,0.003,0.003
105,Rio Grande County,2020-04-09,0.352,0.201,0.003,0.001
107,Routt County,2020-04-09,0.198,0.197,0.004,0.004
109,Saguache County,2020-04-09,0.126,0.077,0.002,0.001
111,San Juan County,2020-04-09,0.057,0.057,0.003,0.003
113,San Miguel County,2020-04-09,0.16,0.157,0.003,0.003
115,Sedgwick County,2020-04-09,0.429,0.16,0.007,0.001
117,Summit County,2020-04-09,0.123,0.122,0.001,0.001
119,Teller County,2020-04-09,0.373,0.371,0.005,0.005
121,Washington County,2020-04-09,0.472,0.179,0.008,0.002
123,Weld County,2020-04-09,0.487,0.462,0.005,0.004
125,Yuma County,2020-04-09,0.527,0.198,0.01,0.001
001,Adams County,2020-04-10,0.515,0.488,0.005,0.005
003,Alamosa County,2020-04-10,0.388,0.324,0.003,0.002
005,Arapahoe County,2020-04-10,0.566,0.549,0.005,0.005
007,Archuleta County,2020-04-10,0.243,0.242,0.004,0.004
009,Baca County,2020-04-10,0.335,0.143,0.005,0.003
011,Bent County,2020-04-10,0.464,0.162,0.003,0.002
013,Boulder County,2020-04-10,0.583,0.58,0.005,0.005
014,Broomfield County,2020-04-10,0.593,0.59,0.004,0.004
015,Chaffee County,2020-04-10,0.394,0.375,0.004,0.003
017,Cheyenne County,2020-04-10,0.169,0.1,0.003,0.003
019,Clear Creek County,2020-04-10,0.3,0.298,0.002,0.002
021,Conejos County,2020-04-10,0.172,0.09,0.002,0.001
023,Costilla County,2020-04-10,0.077,0.057,0.001,0.001
025,Crowley County,2020-04-10,0.395,0.132,0.004,0.002
027,Custer County,2020-04-10,0.213,0.211,0.004,0.004
029,Delta County,2020-04-10,0.483,0.249,0.004,0.002
031,Denver County,2020-04-10,0.501,0.478,0.005,0.004
033,Dolores County,2020-04-10,0.123,0.095,0.001,0.001
035,Douglas County,2020-04-10,0.627,0.625,0.005,0.005
037,Eagle County,2020-04-10,0.155,0.154,0.002,0.002
039,Elbert County,2020-04-10,0.554,0.53,0.004,0.004
041,El Paso County,2020-04-10,0.55,0.538,0.005,0.005
043,Fremont County,2020-04-10,0.497,0.326,0.005,0.003
045,Garfield County,2020-04-10,0.469,0.464,0.004,0.004
047,Gilpin County,2020-04-10,0.305,0.304,0.004,0.004
049,Grand County,2020-04-10,0.06,0.06,0.001,0.001
051,Gunnison County,2020-04-10,0.229,0.228,0.003,0.003
053,Hinsdale County,2020-04-10,0.05,0.049,0.001,0.001
055,Huerfano County,2020-04-10,0.24,0.141,0.004,0.003
057,Jackson County,2020-04-10,0.063,0.048,0.001,0.001
059,Jefferson County,2020-04-10,0.618,0.61,0.005,0.005
061,Kiowa County,2020-04-10,0.302,0.158,0.006,0.006
063,Kit Carson County,2020-04-10,0.37,0.315,0.002,0.001
065,Lake County,2020-04-10,0.305,0.301,0.003,0.002
067,La Plata County,2020-04-10,0.4,0.397,0.005,0.005
069,Larimer County,2020-04-10,0.527,0.521,0.004,0.004
071,Las Animas County,2020-04-10,0.36,0.168,0.004,0.002
073,Lincoln County,2020-04-10,0.236,0.137,0.003,0.002
075,Logan County,2020-04-10,0.497,0.368,0.004,0.003
077,Mesa County,2020-04-10,0.523,0.502,0.004,0.003
079,Mineral County,2020-04-10,0.137,0.134,0.002,0.002
081,Moffat County,2020-04-10,0.373,0.353,0.002,0.002
083,Montezuma County,2020-04-10,0.416,0.41,0.003,0.002
085,Montrose County,2020-04-10,0.494,0.391,0.005,0.003
087,Morgan County,2020-04-10,0.452,0.405,0.004,0.004
089,Otero County,2020-04-10,0.435,0.289,0.003,0.002
091,Ouray County,2020-04-10,0.276,0.273,0.003,0.003
093,Park County,2020-04-10,0.202,0.201,0.002,0.002
095,Phillips County,2020-04-10,0.516,0.383,0.006,0.006
097,Pitkin County,2020-04-10,0.225,0.223,0.003,0.003
099,Prowers County,2020-04-10,0.347,0.245,0.004,0.003
101,Pueblo County,2020-04-10,0.481,0.357,0.004,0.003
103,Rio Blanco County,2020-04-10,0.267,0.264,0.004,0.004
105,Rio Grande County,2020-04-10,0.355,0.203,0.003,0.002
107,Routt County,2020-04-10,0.202,0.201,0.004,0.004
109,Saguache County,2020-04-10,0.128,0.079,0.003,0.002
111,San Juan County,2020-04-10,0.061,0.061,0.003,0.003
113,San Miguel County,2020-04-10,0.162,0.159,0.002,0.002
115,Sedgwick County,2020-04-10,0.432,0.162,0.003,0.002
117,Summit County,2020-04-10,0.125,0.124,0.002,0.002
119,Teller County,2020-04-10,0.378,0.376,0.005,0.005
121,Washington County,2020-04-10,0.473,0.18,0.002,0.001
123,Weld County,2020-04-10,0.492,0.467,0.005,0.004
125,Yuma County,2020-04-10,0.532,0.2,0.006,0.002
001,Adams County,2020-04-11,0.519,0.491,0.004,0.004
003,Alamosa County,2020-04-11,0.392,0.327,0.003,0.002
005,Arapahoe County,2020-04-11,0.571,0.554,0.004,0.004
007,Archuleta County,2020-04-11,0.246,0.244,0.002,0.002
009,Baca County,2020-04-11,0.34,0.147,0.004,0.003
011,Bent County,2020-04-11,0.466,0.163,0.001,0.001
013,Boulder County,2020-04-11,0.588,0.584,0.004,0.004
014,Broomfield County,2020-04-11,0.597,0.594,0.004,0.003
015,Chaffee County,2020-04-11,0.397,0.377,0.003,0.003
017,Cheyenne County,2020-04-11,0.172,0.102,0.003,0.002
019,Clear Creek County,2020-04-11,0.305,0.302,0.005,0.005
021,Conejos County,2020-04-11,0.176,0.092,0.003,0.003
023,Costilla County,2020-04-11,0.079,0.059,0.002,0.002
025,Crowley County,2020-04-11,0.398,0.133,0.003,0.001
027,Custer County,2020-04-11,0.215,0.213,0.002,0.002
029,Delta County,2020-04-11,0.487,0.251,0.003,0.002
031,Denver County,2020-04-11,0.505,0.482,0.004,0.004
033,Dolores County,2020-04-11,0.127,0.098,0.004,0.003
035,Douglas County,2020-04-11,0.632,0.629,0.004,0.004
037,Eagle County,2020-04-11,0.157,0.156,0.002,0.002
039,Elbert County,2020-04-11,0.557,0.533,0.003,0.003
041,El Paso County,2020-04-11,0.554,0.542,0.004,0.004
043,Fremont County,2020-04-11,0.5,0.328,0.003,0.002
045,Garfield County,2020-04-11,0.473,0.468,0.004,0.004
047,Gilpin County,2020-04-11,0.309,0.308,0.004,0.004
049,Grand County,2020-04-11,0.061,0.061,0.001,0.001
051,Gunnison County,2020-04-11,0.232,0.23,0.003,0.003
053,Hinsdale County,2020-04-11,0.05,0.05,0.001,0.001
055,Huerfano County,2020-04-11,0.242,0.142,0.002,0.001
057,Jackson County,2020-04-11,0.063,0.048,0,0
059,Jefferson County,2020-04-11,0.622,0.614,0.005,0.004
061,Kiowa County,2020-04-11,0.305,0.16,0.002,0.002
063,Kit Carson County,2020-04-11,0.373,0.317,0.003,0.002
065,Lake County,2020-04-11,0.311,0.305,0.005,0.004
067,La Plata County,2020-04-11,0.404,0.401,0.004,0.004
069,Larimer County,2020-04-11,0.531,0.525,0.004,0.004
071,Las Animas County,2020-04-11,0.362,0.169,0.003,0.001
073,Lincoln County,2020-04-11,0.236,0.137,0.001,0
075,Logan County,2020-04-11,0.501,0.37,0.004,0.002
077,Mesa County,2020-04-11,0.527,0.505,0.003,0.003
079,Mineral County,2020-04-11,0.138,0.135,0.001,0.001
081,Moffat County,2020-04-11,0.376,0.356,0.003,0.003
083,Montezuma County,2020-04-11,0.419,0.412,0.002,0.002
085,Montrose County,2020-04-11,0.497,0.394,0.003,0.002
087,Morgan County,2020-04-11,0.455,0.407,0.003,0.002
089,Otero County,2020-04-11,0.439,0.291,0.003,0.002
091,Ouray County,2020-04-11,0.278,0.276,0.003,0.003
093,Park County,2020-04-11,0.204,0.203,0.002,0.002
095,Phillips County,2020-04-11,0.526,0.387,0.01,0.004
097,Pitkin County,2020-04-11,0.227,0.226,0.003,0.003
099,Prowers County,2020-04-11,0.359,0.255,0.012,0.009
101,Pueblo County,2020-04-11,0.484,0.359,0.003,0.002
103,Rio Blanco County,2020-04-11,0.268,0.265,0.001,0.001
105,Rio Grande County,2020-04-11,0.357,0.204,0.002,0.001
107,Routt County,2020-04-11,0.207,0.205,0.005,0.004
109,Saguache County,2020-04-11,0.131,0.081,0.003,0.002
111,San Juan County,2020-04-11,0.062,0.062,0.001,0.001
113,San Miguel County,2020-04-11,0.165,0.162,0.003,0.003
115,Sedgwick County,2020-04-11,0.435,0.163,0.003,0.001
117,Summit County,2020-04-11,0.127,0.127,0.002,0.002
119,Teller County,2020-04-11,0.381,0.378,0.003,0.003
121,Washington County,2020-04-11,0.474,0.18,0.001,0
123,Weld County,2020-04-11,0.496,0.47,0.004,0.003
125,Yuma County,2020-04-11,0.537,0.202,0.005,0.001
001,Adams County,2020-04-12,0.525,0.494,0.006,0.003
003,Alamosa County,2020-04-12,0.401,0.328,0.009,0.001
005,Arapahoe County,2020-04-12,0.576,0.557,0.005,0.003
007,Archuleta County,2020-04-12,0.247,0.246,0.002,0.002
009,Baca County,2020-04-12,0.341,0.147,0.002,0.001
011,Bent County,2020-04-12,0.467,0.163,0.001,0
013,Boulder County,2020-04-12,0.594,0.587,0.006,0.003
014,Broomfield County,2020-04-12,0.601,0.598,0.004,0.003
015,Chaffee County,2020-04-12,0.399,0.379,0.002,0.002
017,Cheyenne County,2020-04-12,0.172,0.102,0,0
019,Clear Creek County,2020-04-12,0.308,0.305,0.003,0.003
021,Conejos County,2020-04-12,0.177,0.093,0.001,0.001
023,Costilla County,2020-04-12,0.08,0.06,0.001,0.001
025,Crowley County,2020-04-12,0.401,0.135,0.003,0.002
027,Custer County,2020-04-12,0.217,0.215,0.001,0.001
029,Delta County,2020-04-12,0.49,0.252,0.003,0.002
031,Denver County,2020-04-12,0.511,0.485,0.005,0.003
033,Dolores County,2020-04-12,0.127,0.098,0,0
035,Douglas County,2020-04-12,0.636,0.633,0.004,0.003
037,Eagle County,2020-04-12,0.158,0.158,0.001,0.001
039,Elbert County,2020-04-12,0.56,0.536,0.003,0.003
041,El Paso County,2020-04-12,0.561,0.545,0.007,0.003
043,Fremont County,2020-04-12,0.509,0.33,0.008,0.002
045,Garfield County,2020-04-12,0.476,0.471,0.003,0.003
047,Gilpin County,2020-04-12,0.312,0.31,0.003,0.002
049,Grand County,2020-04-12,0.062,0.061,0.001,0.001
051,Gunnison County,2020-04-12,0.236,0.233,0.004,0.002
053,Hinsdale County,2020-04-12,0.05,0.05,0,0
055,Huerfano County,2020-04-12,0.244,0.143,0.003,0.001
057,Jackson County,2020-04-12,0.063,0.048,0.001,0.001
059,Jefferson County,2020-04-12,0.628,0.617,0.006,0.003
061,Kiowa County,2020-04-12,0.305,0.16,0,0
063,Kit Carson County,2020-04-12,0.375,0.317,0.002,0.001
065,Lake County,2020-04-12,0.321,0.305,0.011,0
067,La Plata County,2020-04-12,0.407,0.404,0.003,0.003
069,Larimer County,2020-04-12,0.536,0.528,0.004,0.003
071,Las Animas County,2020-04-12,0.365,0.17,0.003,0.001
073,Lincoln County,2020-04-12,0.239,0.14,0.003,0.003
075,Logan County,2020-04-12,0.512,0.371,0.012,0.001
077,Mesa County,2020-04-12,0.53,0.508,0.003,0.003
079,Mineral County,2020-04-12,0.139,0.136,0.002,0.002
081,Moffat County,2020-04-12,0.38,0.359,0.004,0.003
083,Montezuma County,2020-04-12,0.422,0.415,0.003,0.003
085,Montrose County,2020-04-12,0.5,0.396,0.003,0.002
087,Morgan County,2020-04-12,0.459,0.409,0.003,0.002
089,Otero County,2020-04-12,0.442,0.293,0.003,0.002
091,Ouray County,2020-04-12,0.28,0.277,0.001,0.001
093,Park County,2020-04-12,0.206,0.204,0.002,0.002
095,Phillips County,2020-04-12,0.546,0.389,0.02,0.002
097,Pitkin County,2020-04-12,0.229,0.228,0.002,0.002
099,Prowers County,2020-04-12,0.362,0.257,0.003,0.003
101,Pueblo County,2020-04-12,0.488,0.361,0.003,0.002
103,Rio Blanco County,2020-04-12,0.268,0.265,0,0
105,Rio Grande County,2020-04-12,0.361,0.205,0.004,0.001
107,Routt County,2020-04-12,0.211,0.209,0.005,0.003
109,Saguache County,2020-04-12,0.132,0.082,0.001,0.001
111,San Juan County,2020-04-12,0.063,0.063,0.001,0.001
113,San Miguel County,2020-04-12,0.167,0.163,0.002,0.002
115,Sedgwick County,2020-04-12,0.438,0.164,0.003,0.001
117,Summit County,2020-04-12,0.128,0.128,0.001,0.001
119,Teller County,2020-04-12,0.384,0.38,0.003,0.002
121,Washington County,2020-04-12,0.477,0.18,0.003,0
123,Weld County,2020-04-12,0.502,0.473,0.006,0.003
125,Yuma County,2020-04-12,0.539,0.202,0.003,0.001
001,Adams County,2020-04-13,0.53,0.497,0.005,0.003
003,Alamosa County,2020-04-13,0.409,0.329,0.008,0.001
005,Arapahoe County,2020-04-13,0.58,0.56,0.004,0.003
007,Archuleta County,2020-04-13,0.249,0.248,0.002,0.002
009,Baca County,2020-04-13,0.346,0.15,0.005,0.003
011,Bent County,2020-04-13,0.47,0.165,0.004,0.002
013,Boulder County,2020-04-13,0.599,0.591,0.005,0.004
014,Broomfield County,2020-04-13,0.605,0.601,0.004,0.003
015,Chaffee County,2020-04-13,0.401,0.381,0.002,0.002
017,Cheyenne County,2020-04-13,0.175,0.104,0.003,0.003
019,Clear Creek County,2020-04-13,0.31,0.308,0.002,0.002
021,Conejos County,2020-04-13,0.177,0.093,0.001,0
023,Costilla County,2020-04-13,0.081,0.06,0,0
025,Crowley County,2020-04-13,0.402,0.136,0.002,0.001
027,Custer County,2020-04-13,0.218,0.216,0.001,0.001
029,Delta County,2020-04-13,0.492,0.254,0.003,0.001
031,Denver County,2020-04-13,0.515,0.488,0.005,0.003
033,Dolores County,2020-04-13,0.128,0.099,0.001,0.001
035,Douglas County,2020-04-13,0.639,0.636,0.004,0.004
037,Eagle County,2020-04-13,0.16,0.159,0.001,0.001
039,Elbert County,2020-04-13,0.563,0.539,0.003,0.003
041,El Paso County,2020-04-13,0.566,0.548,0.005,0.003
043,Fremont County,2020-04-13,0.514,0.332,0.006,0.002
045,Garfield County,2020-04-13,0.48,0.475,0.003,0.003
047,Gilpin County,2020-04-13,0.317,0.314,0.005,0.004
049,Grand County,2020-04-13,0.063,0.062,0.001,0.001
051,Gunnison County,2020-04-13,0.24,0.234,0.004,0.002
053,Hinsdale County,2020-04-13,0.05,0.05,0,0
055,Huerfano County,2020-04-13,0.247,0.145,0.003,0.002
057,Jackson County,2020-04-13,0.066,0.051,0.003,0.002
059,Jefferson County,2020-04-13,0.632,0.62,0.004,0.003
061,Kiowa County,2020-04-13,0.308,0.164,0.004,0.004
063,Kit Carson County,2020-04-13,0.377,0.319,0.002,0.001
065,Lake County,2020-04-13,0.323,0.306,0.001,0.001
067,La Plata County,2020-04-13,0.41,0.407,0.003,0.003
069,Larimer County,2020-04-13,0.54,0.532,0.005,0.003
071,Las Animas County,2020-04-13,0.367,0.171,0.003,0.002
073,Lincoln County,2020-04-13,0.241,0.141,0.002,0.002
075,Logan County,2020-04-13,0.517,0.372,0.005,0.002
077,Mesa County,2020-04-13,0.533,0.511,0.003,0.003
079,Mineral County,2020-04-13,0.14,0.137,0.001,0.001
081,Moffat County,2020-04-13,0.383,0.362,0.004,0.003
083,Montezuma County,2020-04-13,0.424,0.417,0.002,0.002
085,Montrose County,2020-04-13,0.502,0.397,0.002,0.002
087,Morgan County,2020-04-13,0.462,0.412,0.003,0.002
089,Otero County,2020-04-13,0.445,0.295,0.004,0.002
091,Ouray County,2020-04-13,0.282,0.279,0.002,0.002
093,Park County,2020-04-13,0.207,0.206,0.001,0.001
095,Phillips County,2020-04-13,0.554,0.391,0.008,0.002
097,Pitkin County,2020-04-13,0.231,0.23,0.002,0.002
099,Prowers County,2020-04-13,0.364,0.258,0.002,0.001
101,Pueblo County,2020-04-13,0.49,0.363,0.003,0.002
103,Rio Blanco County,2020-04-13,0.27,0.266,0.002,0.002
105,Rio Grande County,2020-04-13,0.365,0.206,0.005,0.001
107,Routt County,2020-04-13,0.214,0.212,0.003,0.003
109,Saguache County,2020-04-13,0.134,0.083,0.002,0.001
111,San Juan County,2020-04-13,0.064,0.064,0.001,0.001
113,San Miguel County,2020-04-13,0.169,0.166,0.002,0.002
115,Sedgwick County,2020-04-13,0.438,0.165,0.002,0.001
117,Summit County,2020-04-13,0.129,0.129,0.001,0.001
119,Teller County,2020-04-13,0.387,0.382,0.003,0.002
121,Washington County,2020-04-13,0.48,0.182,0.004,0.002
123,Weld County,2020-04-13,0.506,0.475,0.004,0.003
125,Yuma County,2020-04-13,0.54,0.203,0.002,0.001
001,Adams County,2020-04-14,0.535,0.501,0.005,0.004
003,Alamosa County,2020-04-14,0.41,0.33,0.002,0.002
005,Arapahoe County,2020-04-14,0.585,0.564,0.005,0.004
007,Archuleta County,2020-04-14,0.253,0.251,0.004,0.004
009,Baca County,2020-04-14,0.347,0.152,0.002,0.002
011,Bent County,2020-04-14,0.471,0.166,0.001,0.001
013,Boulder County,2020-04-14,0.603,0.595,0.004,0.004
014,Broomfield County,2020-04-14,0.61,0.605,0.005,0.004
015,Chaffee County,2020-04-14,0.404,0.384,0.003,0.003
017,Cheyenne County,2020-04-14,0.179,0.108,0.004,0.004
019,Clear Creek County,2020-04-14,0.311,0.309,0.001,0.001
021,Conejos County,2020-04-14,0.178,0.094,0.001,0.001
023,Costilla County,2020-04-14,0.081,0.06,0,0
025,Crowley County,2020-04-14,0.404,0.137,0.003,0.001
027,Custer County,2020-04-14,0.221,0.219,0.003,0.003
029,Delta County,2020-04-14,0.498,0.256,0.007,0.002
031,Denver County,2020-04-14,0.52,0.492,0.005,0.004
033,Dolores County,2020-04-14,0.131,0.101,0.002,0.002
035,Douglas County,2020-04-14,0.645,0.642,0.006,0.006
037,Eagle County,2020-04-14,0.162,0.162,0.003,0.003
039,Elbert County,2020-04-14,0.569,0.545,0.006,0.006
041,El Paso County,2020-04-14,0.57,0.551,0.004,0.004
043,Fremont County,2020-04-14,0.517,0.334,0.003,0.002
045,Garfield County,2020-04-14,0.486,0.479,0.006,0.004
047,Gilpin County,2020-04-14,0.322,0.317,0.004,0.004
049,Grand County,2020-04-14,0.064,0.064,0.002,0.001
051,Gunnison County,2020-04-14,0.244,0.238,0.004,0.004
053,Hinsdale County,2020-04-14,0.051,0.05,0.001,0.001
055,Huerfano County,2020-04-14,0.248,0.147,0.001,0.001
057,Jackson County,2020-04-14,0.066,0.051,0.001,0.001
059,Jefferson County,2020-04-14,0.637,0.624,0.005,0.004
061,Kiowa County,2020-04-14,0.309,0.164,0.001,0
063,Kit Carson County,2020-04-14,0.379,0.321,0.003,0.002
065,Lake County,2020-04-14,0.327,0.31,0.004,0.004
067,La Plata County,2020-04-14,0.416,0.412,0.006,0.005
069,Larimer County,2020-04-14,0.544,0.535,0.004,0.004
071,Las Animas County,2020-04-14,0.37,0.173,0.004,0.001
073,Lincoln County,2020-04-14,0.242,0.143,0.002,0.002
075,Logan County,2020-04-14,0.519,0.374,0.003,0.002
077,Mesa County,2020-04-14,0.539,0.515,0.006,0.004
079,Mineral County,2020-04-14,0.141,0.138,0.001,0.001
081,Moffat County,2020-04-14,0.388,0.367,0.005,0.005
083,Montezuma County,2020-04-14,0.427,0.42,0.003,0.003
085,Montrose County,2020-04-14,0.505,0.4,0.003,0.003
087,Morgan County,2020-04-14,0.465,0.415,0.003,0.003
089,Otero County,2020-04-14,0.448,0.297,0.003,0.003
091,Ouray County,2020-04-14,0.286,0.283,0.004,0.004
093,Park County,2020-04-14,0.209,0.207,0.002,0.002
095,Phillips County,2020-04-14,0.558,0.394,0.004,0.004
097,Pitkin County,2020-04-14,0.236,0.235,0.005,0.005
099,Prowers County,2020-04-14,0.369,0.262,0.005,0.004
101,Pueblo County,2020-04-14,0.495,0.366,0.005,0.003
103,Rio Blanco County,2020-04-14,0.275,0.271,0.005,0.005
105,Rio Grande County,2020-04-14,0.367,0.208,0.003,0.002
107,Routt County,2020-04-14,0.219,0.216,0.004,0.004
109,Saguache County,2020-04-14,0.136,0.085,0.003,0.002
111,San Juan County,2020-04-14,0.065,0.065,0.001,0.001
113,San Miguel County,2020-04-14,0.172,0.169,0.003,0.003
115,Sedgwick County,2020-04-14,0.44,0.166,0.001,0.001
117,Summit County,2020-04-14,0.132,0.131,0.002,0.002
119,Teller County,2020-04-14,0.389,0.385,0.003,0.002
121,Washington County,2020-04-14,0.481,0.184,0.004,0.002
123,Weld County,2020-04-14,0.512,0.479,0.006,0.004
125,Yuma County,2020-04-14,0.542,0.204,0.002,0.001
001,Adams County,2020-04-15,0.541,0.505,0.006,0.004
003,Alamosa County,2020-04-15,0.419,0.332,0.009,0.002
005,Arapahoe County,2020-04-15,0.59,0.568,0.006,0.004
007,Archuleta County,2020-04-15,0.256,0.254,0.003,0.003
009,Baca County,2020-04-15,0.35,0.154,0.005,0.002
011,Bent County,2020-04-15,0.473,0.166,0.003,0
013,Boulder County,2020-04-15,0.608,0.598,0.005,0.004
014,Broomfield County,2020-04-15,0.614,0.609,0.004,0.004
015,Chaffee County,2020-04-15,0.407,0.386,0.003,0.003
017,Cheyenne County,2020-04-15,0.182,0.112,0.005,0.004
019,Clear Creek County,2020-04-15,0.315,0.313,0.004,0.004
021,Conejos County,2020-04-15,0.181,0.096,0.003,0.002
023,Costilla County,2020-04-15,0.083,0.061,0.002,0.001
025,Crowley County,2020-04-15,0.408,0.138,0.004,0.001
027,Custer County,2020-04-15,0.223,0.221,0.002,0.002
029,Delta County,2020-04-15,0.504,0.257,0.008,0.001
031,Denver County,2020-04-15,0.526,0.495,0.006,0.003
033,Dolores County,2020-04-15,0.131,0.102,0.001,0.001
035,Douglas County,2020-04-15,0.65,0.646,0.005,0.004
037,Eagle County,2020-04-15,0.165,0.164,0.002,0.002
